facet_id,raw_facet,normalized_facet,facet_type,conversation_observable,sensitivity,is_header_like,retrieval_enabled,scoring_definition,abstention_reason
270,Public-transport km/week,public-transport km/week,biographical_or_external_fact,conditional,medium,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
271,Social Desirability Bias,social desirability bias,behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
272,761. I Ching hexagram 43 resonance level,i ching hexagram 43 resonance level,spiritual_or_religious_practice,conditional,medium,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
273,Disagreeableness,disagreeableness,behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
274,Participation in Community Activities,participation in community activities,behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
275,Impudence,impudence,behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
276,Analogies,analogies,behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
277,Clumsiness,clumsiness,behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
278,Tendency Toward Compromise or Confrontation,tendency toward compromise or confrontation,behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
279,737. I Ching hexagram 19 resonance level,i ching hexagram 19 resonance level,spiritual_or_religious_practice,conditional,medium,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
280,Robotics-interaction frequency,robotics-interaction frequency,skill_or_ability,conditional,low,False,True,Use a 1-5 ordinal scale based on demonstrated or explicitly described ability. Do not infer competence from interest alone.,"Score only when the conversation provides direct, specific evidence about the speaker."
281,Casual lifestyle,casual lifestyle,behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
282,Collectedness,collectedness,behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
283,Reliance on context,reliance on context,behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
284,Delegation skills,delegation skills,skill_or_ability,conditional,low,False,True,Use a 1-5 ordinal scale based on demonstrated or explicitly described ability. Do not infer competence from interest alone.,"Score only when the conversation provides direct, specific evidence about the speaker."
285,767. I Ching hexagram 49 resonance level,i ching hexagram 49 resonance level,spiritual_or_religious_practice,conditional,medium,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
286,Managing emotions,managing emotions,behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
287,Scripture memorization verses,scripture memorization verses,spiritual_or_religious_practice,conditional,medium,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
288,Conventional,conventional,behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
289,890. Hindu spiritual metric: Bhagavad-Gita study hours,hindu spiritual metric: bhagavad-gita study hours,spiritual_or_religious_practice,conditional,medium,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
290,Open-source contributions,open-source contributions,biographical_or_external_fact,conditional,medium,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
291,Psychological construct: Social Conformity tendency,psychological construct: social conformity tendency,behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
292,Individuality,individuality,behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
293,740. I Ching hexagram 22 resonance level,i ching hexagram 22 resonance level,spiritual_or_religious_practice,conditional,medium,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
294,Attachment style: Secure,attachment style: secure,behavioral_or_personality,conditional,high,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
295,Intelligence Quotient (IQ),intelligence quotient (iq),behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
296,Blog-subscriber count,blog-subscriber count,biographical_or_external_fact,conditional,medium,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
297,Non-Verbal Communication Skills,non-verbal communication skills,communication_or_interaction,conditional,low,False,True,Use a 1-5 ordinal scale based only on directly observable conversational evidence. Abstain when the sample is too short or unrepresentative.,"Score only when the conversation provides direct, specific evidence about the speaker."
298,Drug-use history,drug-use history,behavioral_or_personality,conditional,high,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
299,Commute time/day,commute time/day,biographical_or_external_fact,conditional,medium,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
300,Decision-making speed,decision-making speed,behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
301,Psychological construct: Excuse-Making tendency,psychological construct: excuse-making tendency,behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
302,Peer-to-peer lending usage,peer-to-peer lending usage,biographical_or_external_fact,conditional,medium,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
303,Psychological construct: Eye-Contact avoidance score,psychological construct: eye-contact avoidance score,communication_or_interaction,conditional,low,False,True,Use a 1-5 ordinal scale based only on directly observable conversational evidence. Abstain when the sample is too short or unrepresentative.,"Score only when the conversation provides direct, specific evidence about the speaker."
304,Social-cognition variable: Faux Pas Recognition accuracy,social-cognition variable: faux pas recognition accuracy,behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
305,Conscientiousness (C):,conscientiousness (c),header_or_malformed,not_observable,low,True,False,,Header-like or malformed catalogue entry; excluded from retrieval and scoring.
306,Use of Nature as a Stress Reliever,use of nature as a stress reliever,behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
307,Attitude toward learning,attitude toward learning,preference_or_attitude,conditional,low,False,True,Use a 1-5 ordinal scale based on explicit statements or repeated direct evidence. Abstain when preference is unclear.,"Score only when the conversation provides direct, specific evidence about the speaker."
308,Conscientiousness Facets:,conscientiousness facets,header_or_malformed,not_observable,low,True,False,,Header-like or malformed catalogue entry; excluded from retrieval and scoring.
309,Honesty-humility trait score,honesty-humility trait score,behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
310,Digital-nomad months,digital-nomad months,biographical_or_external_fact,conditional,medium,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
311,516. Religious coping – Negative,religious coping - negative,spiritual_or_religious_practice,conditional,medium,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
312,Snacking Behavior,snacking behavior,behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
313,Aura-color perception,aura-color perception,skill_or_ability,conditional,low,False,True,Use a 1-5 ordinal scale based on demonstrated or explicitly described ability. Do not infer competence from interest alone.,"Score only when the conversation provides direct, specific evidence about the speaker."
314,638. Sacred text engagement: Zohar (Kabbalah) study hours,sacred text engagement: zohar (kabbalah) study hours,spiritual_or_religious_practice,conditional,medium,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
315,Motivational Drivers:,motivational drivers,header_or_malformed,not_observable,low,True,False,,Header-like or malformed catalogue entry; excluded from retrieval and scoring.
316,Cloud-backup frequency,cloud-backup frequency,biographical_or_external_fact,conditional,medium,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
317,Learning Style,learning style,behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
318,872. Islamic practice: Seerah study hours,islamic practice: seerah study hours,spiritual_or_religious_practice,conditional,medium,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
319,Safety compliance,safety compliance,behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
320,Sensationalism,sensationalism,behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
321,Nationality,nationality,biographical_or_external_fact,conditional,high,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
322,Drollness,drollness,behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
323,Cooperation,cooperation,behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
324,Breakfast-skipping frequency,breakfast-skipping frequency,biographical_or_external_fact,conditional,medium,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
325,922. Sikh spiritual metric: Kirtan participation frequency,sikh spiritual metric: kirtan participation frequency,spiritual_or_religious_practice,conditional,medium,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
326,Impulsivity,impulsivity,behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
327,Museum visits/year,museum visits/year,behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
328,Choir participation years,choir participation years,biographical_or_external_fact,conditional,medium,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
329,Delegation Ability,delegation ability,skill_or_ability,conditional,low,False,True,Use a 1-5 ordinal scale based on demonstrated or explicitly described ability. Do not infer competence from interest alone.,"Score only when the conversation provides direct, specific evidence about the speaker."
330,788. Kabbalah sephira balance: Tiferet,kabbalah sephira balance: tiferet,spiritual_or_religious_practice,conditional,medium,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
331,Desire to influence others,desire to influence others,preference_or_attitude,conditional,low,False,True,Use a 1-5 ordinal scale based on explicit statements or repeated direct evidence. Abstain when preference is unclear.,"Score only when the conversation provides direct, specific evidence about the speaker."
332,Vivacity,vivacity,behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
333,Genialness,genialness,behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
334,Cognitive measure: Working Memory Index,cognitive measure: working memory index,skill_or_ability,conditional,low,False,True,Use a 1-5 ordinal scale based on demonstrated or explicitly described ability. Do not infer competence from interest alone.,"Score only when the conversation provides direct, specific evidence about the speaker."
335,Ethical practices,ethical practices,behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
336,945. New-Age spiritual metric: Channeling sessions / year,new-age spiritual metric: channeling sessions / year,spiritual_or_religious_practice,conditional,medium,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
337,Civility,civility,behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
338,Sleep Apnea,sleep apnea,medical_or_biological,not_observable,high,False,False,,"Requires medical, laboratory, genetic, diagnostic, or other external evidence."
339,Classiness,classiness,behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
340,Control over situations,control over situations,behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
341,Time outdoors/day (h),time outdoors/day (h),behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
342,Effeteness,effeteness,behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
343,Polygenic risk: cardiovascular disease,polygenic risk: cardiovascular disease,medical_or_biological,not_observable,high,False,False,,"Requires medical, laboratory, genetic, diagnostic, or other external evidence."
344,Psychological construct: Identity Diffusion level,psychological construct: identity diffusion level,psychological_or_mental_health,not_observable,high,False,False,,Should not be diagnosed or assigned from ordinary conversational text alone.
345,Learning through movement,learning through movement,behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
346,Caffeine sensitivity gene,caffeine sensitivity gene,medical_or_biological,not_observable,high,False,False,,"Requires medical, laboratory, genetic, diagnostic, or other external evidence."
347,Hatefulness,hatefulness,behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
348,Persistence:,persistence,header_or_malformed,not_observable,low,True,False,,Header-like or malformed catalogue entry; excluded from retrieval and scoring.
349,Psychological construct: Perfectionistic Strivings,psychological construct: perfectionistic strivings,behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
350,Wake-time consistency,wake-time consistency,behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
351,Numerical Reasoning:,numerical reasoning,header_or_malformed,not_observable,low,True,False,,Header-like or malformed catalogue entry; excluded from retrieval and scoring.
352,Social-cognition variable: Mentalizing network activation,social-cognition variable: mentalizing network activation,behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
353,Patriotism,patriotism,behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
354,Leadership Styles:,leadership styles,header_or_malformed,not_observable,low,True,False,,Header-like or malformed catalogue entry; excluded from retrieval and scoring.
355,Servility,servility,behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
356,742. I Ching hexagram 24 resonance level,i ching hexagram 24 resonance level,spiritual_or_religious_practice,conditional,medium,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
357,Enneagram Personality Types:,enneagram personality types,header_or_malformed,not_observable,low,True,False,,Header-like or malformed catalogue entry; excluded from retrieval and scoring.
358,Stress Recovery Ability,stress recovery ability,skill_or_ability,conditional,low,False,True,Use a 1-5 ordinal scale based on demonstrated or explicitly described ability. Do not infer competence from interest alone.,"Score only when the conversation provides direct, specific evidence about the speaker."
359,Troubleshooting technical issues,troubleshooting technical issues,skill_or_ability,conditional,low,False,True,Use a 1-5 ordinal scale based on demonstrated or explicitly described ability. Do not infer competence from interest alone.,"Score only when the conversation provides direct, specific evidence about the speaker."
360,Defense-mechanism tendency: Introjection,defense-mechanism tendency: introjection,behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
361,Irritability,irritability,behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
362,Travel-companions diversity,travel-companions diversity,behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
363,627. Sacred text engagement: Quran surahs memorized,sacred text engagement: quran surahs memorized,spiritual_or_religious_practice,conditional,medium,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
364,Trust in others,trust in others,behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
365,Gamified-finance-app usage,gamified-finance-app usage,biographical_or_external_fact,conditional,medium,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
366,823. Buddhist practice: Eightfold Path – Right Intention level,buddhist practice: eightfold path - right intention level,spiritual_or_religious_practice,conditional,medium,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
367,Caffeine intake (mg/day),caffeine intake (mg/day),biographical_or_external_fact,conditional,medium,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
368,Comfort with Vulnerability,comfort with vulnerability,behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
369,Anticipativeness,anticipativeness,behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
370,Additional Common Parameters and Their End Points:,additional common parameters and their end points,header_or_malformed,not_observable,low,True,False,,Header-like or malformed catalogue entry; excluded from retrieval and scoring.
371,Avoiding:,avoiding,header_or_malformed,not_observable,low,True,False,,Header-like or malformed catalogue entry; excluded from retrieval and scoring.
372,Home-security-system presence,home-security-system presence,biographical_or_external_fact,conditional,medium,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
373,HEXACO domain: Honesty-Humility,hexaco domain: honesty-humility,behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
374,Eating Habits (Home-Cooked vs. Eating Out),eating habits (home-cooked vs. eating out),behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
375,Decision-Making Confidence,decision-making confidence,behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
376,Alignment with societal roles,alignment with societal roles,behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
377,Connectedness: Belief in interconnections,connectedness: belief in interconnections,behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
378,Quirkiness,quirkiness,behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
379,Creative resilience,creative resilience,behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
380,Rapid cognitive processing,rapid cognitive processing,behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
381,Cordiality,cordiality,behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
382,Types of Mindfulness Techniques Used,types of mindfulness techniques used,behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
383,Economic reasoning,economic reasoning,skill_or_ability,conditional,low,False,True,Use a 1-5 ordinal scale based on demonstrated or explicitly described ability. Do not infer competence from interest alone.,"Score only when the conversation provides direct, specific evidence about the speaker."
384,Conformity,conformity,behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
385,Pet-enrichment activities count,pet-enrichment activities count,biographical_or_external_fact,conditional,medium,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
386,Aestheticism,aestheticism,behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
387,Type of Support Preferred (Emotional vs. Practical),type of support preferred (emotional vs. practical),preference_or_attitude,conditional,low,False,True,Use a 1-5 ordinal scale based on explicit statements or repeated direct evidence. Abstain when preference is unclear.,"Score only when the conversation provides direct, specific evidence about the speaker."
388,Mental Arithmetic Speed,mental arithmetic speed,behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
389,Patience: Resistance to anger,patience: resistance to anger,behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
390,Flawlessness,flawlessness,behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
391,Self-Efficacy,self-efficacy,behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
392,Computer Skills:,computer skills,header_or_malformed,not_observable,low,True,False,,Header-like or malformed catalogue entry; excluded from retrieval and scoring.
393,899. Jewish spiritual metric: Shabbat candle-lighting consistency,jewish spiritual metric: shabbat candle-lighting consistency,spiritual_or_religious_practice,conditional,medium,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
394,Spelling Accuracy,spelling accuracy,communication_or_interaction,conditional,low,False,True,Use a 1-5 ordinal scale based only on directly observable conversational evidence. Abstain when the sample is too short or unrepresentative.,"Score only when the conversation provides direct, specific evidence about the speaker."
395,793. Sufi practice: Dhikr repetitions / day,sufi practice: dhikr repetitions / day,spiritual_or_religious_practice,conditional,medium,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
396,Peacefulness,peacefulness,behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
397,Doggedness,doggedness,behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
398,Decency,decency,behavioral_or_personality,conditional,low,False,True,Use a 1-5 ordinal scale based on direct conversational evidence. Do not infer stable traits from isolated statements.,"Score only when the conversation provides direct, specific evidence about the speaker."
